,0,1
"0.1,-0.5",-0.006491795530504838,0.0004902509280829909
"1.0,0.1",-0.009999993662489744,0.06661308233107185
"1.0,0.9",-0.002163123178130533,-0.004595228030629812
"1.3,-0.1",-0.0022225838360141275,0.0007647965016764047
"-0.3,-1.7",-0.0025502706849123095,0.018802617316791052
"2.6,2.5",0.002243310393551541,0.0
"-0.5,-3.1",-0.011093915854971749,0.011093915854971749
"0.2,-0.5",0.0022956708682702396,-0.011205977542067074
"3.1,3.5",-0.0003220037675344962,0.0008726302100184847
"0.2,-2.9",-0.0033701865327598318,0.009133205503779144
"0.2,-1.4",-0.003434689458215109,0.009308008431762944
"-0.9,-0.4",0.0025124552827306165,-0.002575838366443634
"-0.1,0.5",0.003694733867251095,-0.006333740119406284
"0.3,1.3",-0.002122019692819577,0.011780871743120362
"-0.2,0.7",-0.01036398056464738,0.03320095739407189
"0.1,-2.2",-0.0023517296142120062,0.0018283614201006972
"2.7,2.7",-0.012001506174196179,0.005088672130077142
"-0.3,-0.8",0.013189146796542974,-0.004860540325344584
"1.3,1.8",0.012785480304063077,-0.002479747974797473
"1.4,0.1",-0.014697130800274093,0.014213331161890235
"-0.2,-1.5",0.00021663257123055593,0.01412327041214426
"2.4,1.5",0.00042071122514390123,0.0
"0.0,1.6",0.005027626454845431,0.0
"1.4,1.5",-0.008053540914489255,0.021490472365928614
"-1.4,-1.2",-0.010014170415633546,-0.0008204053788085878
"-0.8,-0.3",-0.007155657673156411,-0.007592496222746194
"-0.9,-0.7",-0.007041376773467337,-0.002182893290278174
"-0.0,0.9",-0.0011872009008258512,0.004227594842131482
"-2.3,-9.6",0.0,0.0026760969224416662
"0.4,2.8",0.006487243212015481,0.0
"1.0,0.8",-0.011753448183975444,0.016020557168750796
"1.1,0.1",-0.025016076895928906,0.08000339231597339
"2.1,2.7",0.010526380413313888,0.0
"-1.8,-3.9",-0.0007157810828149804,0.0037342520982593204
"-0.8,-0.4",0.01897599873141339,-0.008333684926149486
"1.0,1.7",-0.01173020832289021,0.012032072111574223
"-0.9,-1.4",-0.003993509356979557,-0.0012704751296144005
"-1.1,-1.0",0.00607022968190752,-0.0036198325258008403
"0.1,1.3",-0.008323645625702227,-0.00032233106146198364
"0.0,0.7",-0.0035029886681143436,0.005474029964637869
"0.6,-0.1",0.0075471595554872945,0.00013219159167942668
"-1.4,-1.7",0.0,0.0013884297058768423
"0.0,1.4",-0.0006276425476604186,-0.00025703662577415904
"16.1,19.2",0.005918822906698372,0.0
"-3.1,-19.3",-0.00999877293986742,0.02709667466704071
"0.5,-0.3",0.005636408452537984,-0.0009531506982962984
"-1.0,0.1",-0.00041823456527963904,0.007525138298940135
"0.2,1.2",-0.00979599347219589,0.014290663462625511
"1.1,1.2",0.012855164118384431,-0.005451864041343509
"-2.1,-1.2",-0.0039133900266080015,0.0101478100581753
"0.5,-0.4",0.0,0.0
"0.2,-1.6",-0.0035262553388902525,0.01994154986271036
"-1.7,-0.8",-0.00011514111106023894,0.0004715143639027845
"3.8,4.4",0.0031051918735891452,0.0
"-0.5,-4.3",-0.0016324981017463921,0.005614160971905843
"1.4,1.2",0.0020681250268909344,0.0004800202030494239
"-2.1,-3.5",0.002656607675504596,-0.0007724942353895307
"1.2,1.2",0.008074856290123437,-0.00847137735702971
"1.0,1.0",-0.005826252481145557,0.02064158603280898
"-0.5,-0.9",0.0011748023875261682,-0.00949860908343188
"-0.9,0.3",-0.003926841361065947,0.007460998586025298
"2.2,3.1",0.0051431979318544985,0.0
"2.3,1.9",0.026039832863270173,0.0
"-0.2,-2.5",0.014060905209307223,0.0
"2.4,2.1",0.028820767782648134,-0.004245811501964367
"-1.9,-4.3",-7.001201351805218e-05,0.00032804759042005013
"-0.3,0.2",-0.005979404703402684,0.004116779404321755
"-0.7,-0.0",0.006788740810699719,0.0
"-0.9,-2.0",-0.0009116943036053805,0.011238385828821045
"0.3,1.2",-0.008173646972788173,-0.012524425531177667
"0.4,-0.1",0.0008937577892097627,-0.00621170311120429
"1.0,0.5",-0.004578105757047158,0.0028905121388783797
"0.9,1.2",-0.005520848746814956,0.008798846029350063
"-0.4,-1.3",-0.0011816242180732496,0.005813744853660792
"0.7,0.7",-0.007360651003472492,0.009458659696105955
"-1.2,-2.3",0.031064569202767164,0.0
"-0.1,1.1",-0.004328534582209498,0.005538854010435546
